company_id,founded_year,company_age_years,category,country,funding_round,funding_total_usd_M,num_funding_rounds,num_employees,num_investors,num_milestones,num_relationships,top_tier_investor,revenue_proxy,market_size,has_patent,founder_experience,status
C0268,2002,22,AgriTech,Japan,Seed,0.66,2,1,1,16,3,0,0.5,3,0,4,operating
C0269,2004,20,Hardware,Netherlands,Seed,0.17,1,3,3,17,5,0,0.0,2,0,1,operating
C0270,2006,18,Biotech,Israel,IPO,351.36,6,2272,12,15,10,1,3.9,3,0,2,operating
C0271,2011,13,Logistics,Netherlands,Series A,2.28,3,30,3,7,2,0,1.1,2,0,3,acquired
C0272,2003,21,FinTech,Sweden,Seed,0.55,2,4,2,17,1,0,0.0,3,1,4,operating
C0273,2017,7,FoodTech,USA,Seed,0.16,1,7,3,8,3,0,0.1,2,0,2,closed
C0274,2008,16,Hardware,Netherlands,Seed,0.29,2,2,2,11,3,0,0.0,2,0,2,acquired
C0275,2021,3,Hardware,India,Seed,0.36,1,4,4,2,4,0,0.0,1,0,4,operating
C0276,2001,23,AI/ML,Canada,Seed,2.19,2,10,3,17,2,0,0.0,1,0,5,operating
C0277,2021,3,FinTech,Japan,Series A,4.18,2,15,5,3,4,0,0.4,2,0,2,operating
C0278,2019,5,EdTech,Australia,Series B,6.74,4,171,5,5,5,1,2.6,1,0,5,operating
C0279,2019,5,FinTech,Canada,Series D+,59.55,5,318,11,7,10,0,4.1,2,0,3,operating
C0280,2003,21,EdTech,Canada,Series A,4.86,2,74,4,18,3,0,0.1,2,0,5,operating
C0281,2010,14,CleanTech,USA,Series B,6.21,4,53,5,8,7,0,1.7,1,0,3,operating
C0282,2009,15,Gaming,UK,Series D+,59.38,6,406,12,9,12,0,4.2,2,0,5,operating
C0283,2019,5,HealthTech,Singapore,Series B,15.65,4,38,4,4,4,1,1.7,1,0,1,operating
C0284,2003,21,E-Commerce,Japan,Seed,0.81,2,2,1,16,2,0,0.8,2,1,5,operating
C0285,2013,11,Biotech,Israel,Series C,74.3,4,304,9,5,10,0,2.9,2,1,3,operating
C0286,2003,21,Media,China,Series A,2.32,3,13,5,12,4,0,0.9,2,0,3,operating
C0287,2020,4,Media,USA,Series B,4.88,4,50,8,2,9,0,1.4,2,0,5,operating
C0288,2007,17,EdTech,Japan,Seed,0.26,1,4,2,13,2,0,0.0,2,0,5,acquired
C0289,2015,9,CleanTech,South Korea,Seed,0.21,1,6,3,7,5,0,0.3,2,0,5,acquired
C0290,2021,3,Logistics,Japan,Series A,7.15,2,24,4,3,6,0,0.9,2,0,4,acquired
C0291,2011,13,AI/ML,UK,Series A,3.39,3,22,4,9,6,0,1.7,1,0,3,operating
C0292,2014,10,FinTech,Canada,Series A,1.81,2,91,5,6,5,0,1.3,1,0,1,acquired
C0293,2021,3,Logistics,Canada,Series A,1.32,2,66,3,2,5,0,0.6,2,0,2,closed
C0294,2000,24,Logistics,UK,Series A,3.58,2,13,4,19,4,0,0.8,3,1,3,operating
C0295,2021,3,AgriTech,China,Series B,13.65,4,108,4,0,4,0,2.5,2,0,1,operating
C0296,2001,23,Gaming,China,Seed,1.14,2,8,0,20,1,0,0.0,2,0,1,operating
C0297,2015,9,Gaming,South Korea,Series B,9.64,3,140,4,10,6,0,1.9,1,0,2,operating
C0298,2017,7,FoodTech,Germany,Series A,3.95,2,13,3,3,4,0,1.7,3,0,2,closed
C0299,2009,15,EdTech,Netherlands,Series A,1.62,2,19,3,11,4,0,1.0,3,0,5,operating
C0300,2011,13,Hardware,USA,Seed,0.54,2,6,3,7,3,0,0.6,2,0,1,operating
C0301,2013,11,Media,Sweden,Seed,0.34,1,4,0,6,0,0,0.2,2,0,3,closed
C0302,2014,10,AgriTech,France,Seed,0.22,1,8,3,11,3,0,0.0,3,1,4,operating
C0303,2007,17,E-Commerce,South Korea,Series B,24.6,4,88,8,13,6,0,2.1,3,0,4,operating
C0304,2010,14,Software,Brazil,Series B,2.85,4,24,7,7,5,0,2.2,1,1,5,operating
C0305,2017,7,Media,Singapore,Series D+,99.94,5,370,11,8,8,1,4.2,2,0,4,operating
C0306,2013,11,Software,Germany,IPO,434.6,6,1552,14,9,11,1,4.7,2,0,2,operating
C0307,2011,13,AgriTech,Sweden,Seed,0.21,1,2,2,9,3,0,0.0,1,0,3,closed
C0308,2021,3,HealthTech,France,Seed,0.26,2,8,2,0,3,0,0.0,2,0,4,acquired
C0309,2012,12,Gaming,UK,Seed,1.04,1,2,2,12,4,0,0.7,1,0,3,operating
C0310,2018,6,Biotech,Israel,Series C,35.27,5,73,9,4,8,0,2.4,1,0,5,operating
C0311,2019,5,Logistics,USA,Series A,9.23,2,10,3,1,3,1,0.0,3,1,2,acquired
C0312,2002,22,AI/ML,China,Seed,0.21,1,4,0,16,0,1,0.1,3,0,3,operating
C0313,2015,9,AI/ML,UK,Series A,1.46,2,12,3,7,5,0,1.2,2,0,1,operating
C0314,2009,15,AI/ML,Sweden,Series C,61.45,5,541,9,12,7,0,3.2,2,0,1,operating
C0315,2019,5,AgriTech,UK,Series B,25.49,3,112,5,5,4,1,1.4,1,0,1,operating
C0316,2010,14,FoodTech,China,Seed,1.68,2,5,3,7,5,0,0.2,2,0,5,acquired
C0317,2018,6,FoodTech,Brazil,Series D+,106.5,6,450,11,8,8,1,3.6,2,0,3,operating
C0318,2017,7,Hardware,UK,Seed,0.83,2,2,2,5,3,0,0.2,2,0,1,closed
C0319,2018,6,FinTech,France,Series C,33.26,4,264,7,5,8,0,2.5,3,0,2,operating
C0320,2005,19,FinTech,Singapore,Series B,13.43,3,99,4,16,6,0,1.4,1,0,5,operating
C0321,2015,9,FoodTech,UK,Series A,6.04,3,39,4,7,6,0,1.4,2,0,3,operating
C0322,2012,12,E-Commerce,Canada,Seed,0.35,2,14,3,12,2,0,0.5,2,0,3,operating
C0323,2015,9,E-Commerce,China,Series C,26.48,5,241,10,8,10,1,2.3,2,0,2,operating
C0324,2005,19,AgriTech,Sweden,Series A,1.99,2,34,4,16,5,0,0.9,1,0,1,operating
C0325,2006,18,Biotech,Canada,Series D+,1162.69,6,1996,10,15,9,1,4.1,2,0,5,operating
C0326,2004,20,HealthTech,UK,Series C,19.98,4,598,7,18,6,0,3.3,2,0,5,operating
C0327,2008,16,FinTech,UK,Series B,26.71,4,76,4,11,6,0,2.2,3,0,1,operating
C0328,2000,24,Biotech,France,Seed,0.19,1,9,1,16,2,0,0.0,3,0,2,operating
C0329,2016,8,Hardware,Israel,Series A,1.74,2,48,4,9,3,0,1.0,2,0,2,operating
C0330,2019,5,FoodTech,USA,Series D+,143.61,5,178,10,7,11,0,3.7,1,0,1,operating
C0331,2002,22,AI/ML,Japan,Series A,3.41,3,24,6,15,4,0,0.7,3,0,1,operating
C0332,2021,3,AgriTech,Netherlands,Series B,6.18,4,39,6,1,4,1,1.8,3,1,3,operating
C0333,2007,17,Logistics,Canada,Seed,0.31,1,5,3,13,4,0,0.0,2,0,2,operating
C0334,2005,19,EdTech,Japan,Series B,41.12,3,45,8,12,7,0,1.5,3,0,4,operating
C0335,2000,24,Media,Brazil,Seed,0.3,1,2,4,18,4,0,0.7,2,0,5,operating
C0336,2006,18,SaaS,Singapore,Series D+,274.69,5,667,8,10,6,1,2.9,1,0,4,operating
C0337,2016,8,EdTech,Netherlands,Series A,2.74,2,28,5,3,7,0,0.7,2,0,2,operating
C0338,2012,12,Biotech,France,Series A,1.2,3,49,2,10,4,0,0.5,1,0,1,operating
C0339,2008,16,SaaS,India,Series A,2.94,3,14,3,11,2,0,1.0,2,0,4,operating
C0340,2017,7,EdTech,South Korea,Seed,0.4,2,4,2,5,1,0,0.0,3,1,2,closed
C0341,2016,8,Hardware,Netherlands,Series A,0.56,3,22,4,3,6,0,0.6,2,0,3,acquired
C0342,2021,3,FinTech,China,Series B,20.96,3,116,4,0,3,0,1.5,3,0,4,operating
C0343,2013,11,AI/ML,Singapore,Series B,7.65,4,45,4,9,6,0,1.8,2,0,4,operating
C0344,2013,11,Software,South Korea,Series A,1.26,3,22,5,6,5,0,1.3,3,0,4,acquired
C0345,2011,13,FoodTech,UK,Series B,10.15,3,154,5,10,4,0,1.1,1,0,5,operating
C0346,2006,18,E-Commerce,Israel,Series B,4.69,3,100,6,14,7,0,1.2,3,0,5,operating
C0347,2014,10,EdTech,Singapore,Seed,0.45,2,1,4,5,5,0,0.1,2,0,2,acquired
C0348,2013,11,Gaming,France,Series B,18.16,3,110,7,11,8,1,2.3,3,0,3,operating
C0349,2016,8,Biotech,Japan,Series B,8.25,3,43,4,9,6,0,0.8,2,1,4,operating
C0350,2009,15,CleanTech,Germany,Series A,1.53,2,79,6,11,5,1,0.8,2,0,5,operating
C0351,2011,13,Gaming,Canada,Series D+,79.04,5,553,9,11,10,1,3.4,2,0,4,operating
C0352,2011,13,SaaS,Germany,Seed,0.41,2,2,1,8,1,0,0.0,2,0,1,closed
C0353,2000,24,Biotech,Sweden,Series A,5.24,2,30,3,19,3,0,0.8,1,0,3,acquired
C0354,2000,24,Hardware,Germany,Series B,5.74,3,145,5,18,5,0,1.4,2,0,5,operating
C0355,2017,7,SaaS,Israel,Series D+,229.78,5,1876,10,6,10,0,4.0,1,1,4,operating
C0356,2004,20,Biotech,South Korea,Series B,14.27,4,57,5,15,7,1,2.2,1,0,3,operating
C0357,2012,12,Hardware,Germany,Series A,4.8,3,18,5,8,6,0,0.7,1,0,5,operating
C0358,2015,9,Logistics,China,Series A,5.89,2,22,4,9,3,0,1.1,2,1,2,acquired
C0359,2008,16,Software,Japan,Series B,10.47,4,126,6,13,5,0,1.3,3,0,1,operating
C0360,2008,16,AI/ML,Israel,Series C,63.18,4,325,10,11,9,1,3.4,3,0,4,operating
C0361,2008,16,EdTech,UK,Series D+,74.81,5,259,11,13,8,1,3.2,3,0,2,operating
C0362,2006,18,Hardware,USA,Series B,14.15,4,150,5,10,5,0,2.6,2,0,2,operating
C0363,2007,17,Software,Israel,Series B,11.2,4,63,6,11,5,0,0.7,2,0,3,operating
C0364,2011,13,FinTech,Netherlands,Series A,4.54,3,47,2,8,3,0,1.2,1,0,4,operating
C0365,2020,4,Gaming,China,Series A,5.8,3,23,6,1,5,1,1.4,2,0,4,operating
C0366,2001,23,Media,India,Series A,2.58,2,30,6,15,5,0,1.6,2,1,1,operating
C0367,2020,4,EdTech,Netherlands,Seed,0.31,2,2,2,6,3,0,0.0,2,0,2,closed
C0368,2006,18,SaaS,USA,Series A,4.18,3,27,5,13,5,0,0.1,2,0,1,operating
C0369,2002,22,Hardware,China,Seed,0.35,2,2,4,19,6,0,0.0,3,0,3,operating
C0370,2008,16,Software,France,Seed,0.41,1,6,2,15,2,0,0.5,3,0,3,operating
C0371,2007,17,AI/ML,Germany,Seed,2.32,1,4,3,11,5,0,0.1,2,0,3,operating
C0372,2014,10,Software,USA,Seed,0.45,1,1,2,9,4,0,0.3,1,1,4,closed
C0373,2017,7,FoodTech,Australia,Series B,9.4,4,109,5,8,7,1,0.7,3,0,3,operating
C0374,2004,20,E-Commerce,India,Series A,4.82,3,33,2,15,4,0,0.6,1,0,4,acquired
C0375,2006,18,SaaS,USA,Series A,0.63,3,23,3,15,5,0,0.2,2,0,4,operating
C0376,2018,6,SaaS,Sweden,Series B,14.54,4,55,5,7,4,0,2.1,1,0,2,operating
C0377,2021,3,E-Commerce,UK,Series B,4.18,3,75,5,3,5,0,1.4,2,0,3,operating
C0378,2005,19,EdTech,Israel,IPO,135.38,7,877,10,15,11,0,4.2,2,0,5,operating
C0379,2019,5,FinTech,India,Seed,0.36,1,9,2,3,4,0,0.5,3,0,5,operating
C0380,2009,15,Logistics,Israel,Seed,0.54,1,12,2,10,4,0,0.5,2,0,2,closed
C0381,2012,12,AgriTech,Australia,Series A,1.35,3,17,5,6,5,0,0.4,3,0,5,operating
C0382,2005,19,FoodTech,Canada,Series C,30.09,5,237,6,15,7,0,2.4,2,1,5,operating
C0383,2018,6,EdTech,Netherlands,Series A,1.21,3,27,5,3,6,0,0.9,2,1,4,acquired
C0384,2012,12,Logistics,Germany,Seed,0.26,1,3,2,11,1,0,0.6,3,1,1,acquired
C0385,2018,6,HealthTech,South Korea,Series A,7.22,2,22,5,4,4,0,0.0,1,1,2,acquired
C0386,2002,22,AgriTech,UK,Series B,8.28,3,76,5,14,5,0,1.5,2,0,5,operating
C0387,2017,7,AgriTech,Brazil,Series A,1.54,3,25,2,4,2,0,1.2,2,0,2,operating
C0388,2015,9,FoodTech,Sweden,Seed,0.81,1,5,4,10,5,0,0.5,1,0,1,acquired
C0389,2020,4,CleanTech,USA,Series B,5.23,4,49,8,3,9,0,0.8,2,1,2,acquired
C0390,2019,5,HealthTech,Germany,Seed,0.6,1,4,4,6,6,0,0.0,3,0,5,acquired
C0391,2007,17,Media,Japan,Series C,19.13,5,291,6,11,5,1,3.1,3,0,4,operating
C0392,2002,22,SaaS,Canada,Series B,25.93,4,52,5,14,6,0,1.8,3,0,1,operating
C0393,2000,24,Software,Australia,Seed,0.63,2,7,3,18,3,0,0.3,2,0,1,operating
C0394,2018,6,Software,Sweden,Series D+,107.47,6,1060,8,3,6,1,3.9,1,0,2,operating
C0395,2012,12,EdTech,Germany,Series A,1.72,3,14,5,6,6,1,1.6,1,1,3,operating
C0396,2004,20,Logistics,Germany,Seed,0.28,1,9,1,17,1,0,0.5,2,1,5,operating
C0397,2018,6,Software,Japan,Series C,86.03,4,410,6,4,5,0,3.1,1,0,5,operating
C0398,2011,13,Biotech,Germany,Series A,1.4,3,27,3,9,2,0,1.2,2,0,1,operating
C0399,2014,10,Biotech,Netherlands,Series A,4.09,3,46,3,6,2,1,1.3,1,1,1,operating
C0400,2013,11,FinTech,France,Series B,10.44,4,73,7,9,6,0,1.5,3,0,2,operating
C0401,2002,22,Gaming,South Korea,Seed,0.3,2,4,2,18,4,0,0.0,1,1,4,acquired
C0402,2013,11,Biotech,South Korea,Series A,2.91,3,17,4,11,3,0,0.4,2,0,3,operating
C0403,2020,4,FoodTech,Israel,Series A,4.81,3,21,2,3,2,0,0.7,2,0,2,operating
C0404,2007,17,Logistics,Japan,Series D+,231.85,5,1054,10,15,10,1,3.0,2,1,4,operating
C0405,2018,6,SaaS,USA,Series D+,53.5,6,388,12,3,12,1,4.5,3,1,3,operating
C0406,2010,14,AI/ML,USA,Series B,12.7,4,250,4,7,4,0,2.2,1,0,2,operating
C0407,2021,3,HealthTech,Netherlands,Series A,4.38,3,24,4,6,6,0,1.0,2,0,3,operating
C0408,2012,12,FinTech,India,IPO,239.29,6,1428,10,8,10,1,4.7,1,0,4,operating
C0409,2001,23,Logistics,Singapore,Seed,0.15,2,3,3,16,4,0,0.2,1,0,1,operating
C0410,2018,6,Hardware,USA,Series A,2.12,2,29,3,7,5,0,1.0,2,0,5,acquired
C0411,2009,15,EdTech,Australia,Seed,0.27,2,5,4,8,5,0,0.0,3,0,5,operating
C0412,2002,22,Media,China,Series B,15.8,3,75,8,15,9,0,0.9,3,1,2,operating
C0413,2020,4,AI/ML,China,Series A,4.73,3,35,3,0,3,0,0.6,3,0,5,acquired
C0414,2018,6,Gaming,Singapore,Series B,16.87,3,192,8,2,8,1,2.1,1,0,1,operating
C0415,2017,7,CleanTech,Israel,Series B,8.03,3,127,8,3,8,0,1.9,1,0,2,operating
C0416,2012,12,AI/ML,India,IPO,367.6,6,2141,14,11,14,0,4.6,1,0,2,operating
C0417,2020,4,Biotech,South Korea,Seed,1.04,1,5,0,2,0,0,1.2,3,0,2,closed
C0418,2006,18,FoodTech,USA,Series B,19.47,4,86,4,12,5,0,2.1,2,0,5,operating
C0419,2015,9,Media,Australia,Seed,0.11,2,3,2,5,4,0,0.0,3,0,1,closed
C0420,2019,5,HealthTech,Israel,Series C,46.92,5,141,8,4,7,1,2.8,3,0,5,operating
C0421,2013,11,Hardware,Singapore,Series B,16.68,3,60,6,11,4,1,1.8,1,1,5,operating
C0422,2019,5,AgriTech,Canada,Series B,23.1,4,42,6,4,5,0,2.1,2,0,4,operating
C0423,2010,14,AgriTech,Sweden,Series A,3.09,3,65,5,8,7,1,1.2,2,0,3,operating
C0424,2001,23,Gaming,Israel,Seed,0.49,1,6,1,19,1,0,0.0,3,0,3,operating
C0425,2010,14,EdTech,Brazil,IPO,283.23,7,5287,13,8,12,1,4.5,2,0,5,operating
C0426,2017,7,EdTech,Brazil,Seed,0.28,1,5,1,7,1,1,0.1,2,0,5,operating
C0427,2013,11,AI/ML,Netherlands,Seed,0.6,1,7,2,6,4,0,0.6,3,0,1,acquired
C0428,2010,14,Gaming,Singapore,Seed,0.23,2,13,2,12,2,0,0.0,1,0,5,closed
C0429,2003,21,FinTech,Australia,Series C,29.64,4,250,7,12,5,0,2.2,2,1,5,operating
C0430,2003,21,Biotech,Canada,Seed,0.41,2,1,3,16,4,0,0.2,1,0,3,operating
C0431,2006,18,AI/ML,South Korea,Seed,1.28,2,6,2,11,1,0,0.3,1,0,3,operating
C0432,2018,6,AgriTech,Germany,Seed,0.47,2,7,0,3,2,0,0.0,3,1,4,operating
C0433,2008,16,FoodTech,India,Series B,28.73,4,72,8,14,9,0,1.9,3,0,1,operating
C0434,2000,24,Media,Germany,Series A,1.43,2,26,4,15,5,0,1.4,3,0,3,operating
C0435,2010,14,CleanTech,France,Series B,14.27,3,38,6,10,7,0,2.3,3,0,5,operating
C0436,2016,8,SaaS,USA,Series B,44.42,4,143,6,3,4,0,1.5,1,0,3,operating
C0437,2009,15,Media,Japan,Seed,0.66,2,32,0,13,3,0,0.0,2,0,4,acquired
C0438,2010,14,AI/ML,Canada,Series B,16.18,4,58,5,7,4,0,1.3,3,0,2,operating
C0439,2017,7,Logistics,Sweden,Series B,5.88,3,61,4,5,4,0,2.1,3,0,5,operating
C0440,2012,12,AI/ML,China,Series C,66.18,4,841,8,8,8,0,3.2,3,0,2,operating
C0441,2007,17,HealthTech,Netherlands,Series A,4.64,3,47,5,14,5,0,1.3,2,0,5,operating
C0442,2015,9,Biotech,Germany,Seed,0.32,2,7,4,8,3,0,0.0,1,1,2,operating
C0443,2017,7,SaaS,France,Series C,59.05,5,164,8,3,7,0,2.8,2,0,2,operating
C0444,2010,14,FinTech,Canada,Series A,1.48,3,24,4,10,3,0,1.4,2,0,5,operating
C0445,2010,14,Biotech,India,Series B,3.66,4,57,5,8,6,1,1.8,2,1,5,operating
C0446,2005,19,E-Commerce,Australia,Series B,45.62,3,74,7,13,7,0,1.7,3,0,2,operating
C0447,2016,8,FinTech,China,Seed,0.19,1,5,2,4,1,0,0.3,2,0,1,closed
C0448,2006,18,Logistics,Brazil,Series A,2.07,2,14,3,10,2,0,0.9,1,1,4,acquired
C0449,2018,6,SaaS,South Korea,Series B,15.93,3,105,8,7,6,0,1.9,3,0,5,operating
C0450,2015,9,Biotech,South Korea,Series B,14.44,4,104,6,10,5,0,1.6,1,0,2,operating
C0451,2006,18,AI/ML,Singapore,Series D+,72.37,6,499,10,13,9,0,2.6,2,0,1,operating
C0452,2018,6,AgriTech,USA,Seed,0.73,1,8,4,6,6,0,0.2,1,0,2,closed
C0453,2001,23,HealthTech,South Korea,Series B,9.05,4,44,8,18,7,0,2.6,1,1,4,operating
C0454,2013,11,Software,China,Series B,10.51,4,99,6,5,6,0,1.6,2,0,3,operating
C0455,2004,20,Logistics,USA,Seed,0.34,2,11,2,18,3,0,0.0,1,0,5,acquired
C0456,2020,4,CleanTech,USA,Series B,27.25,3,59,5,1,5,1,2.2,2,0,2,operating
C0457,2004,20,SaaS,South Korea,Seed,0.49,2,3,0,16,2,0,0.0,2,0,2,acquired
C0458,2011,13,FoodTech,Germany,Seed,0.96,1,3,2,10,4,0,0.0,2,0,2,closed
C0459,2002,22,HealthTech,Sweden,Series B,8.2,3,93,8,16,9,0,2.2,1,0,4,operating
C0460,2001,23,SaaS,Israel,Seed,0.14,2,3,1,18,2,0,0.6,2,0,5,acquired
C0461,2021,3,AgriTech,Japan,Series A,1.63,3,42,5,4,6,1,0.2,2,0,1,operating
C0462,2010,14,E-Commerce,UK,Series A,0.48,3,38,5,11,6,0,1.2,2,0,2,operating
C0463,2000,24,Hardware,UK,Series A,1.7,3,43,5,16,4,0,1.1,2,0,4,operating
C0464,2003,21,CleanTech,South Korea,Series A,0.94,3,20,4,18,3,0,0.4,2,0,3,operating
C0465,2018,6,EdTech,France,Series C,42.35,5,149,10,6,8,0,2.6,1,0,4,operating
C0466,2012,12,EdTech,Germany,IPO,339.25,6,840,14,7,11,0,5.0,3,0,2,operating
C0467,2006,18,HealthTech,Singapore,Seed,0.24,1,4,2,13,2,0,0.0,2,0,5,acquired
C0468,2015,9,Hardware,Germany,Series A,6.24,3,32,3,8,2,0,0.4,2,0,4,operating
C0469,2008,16,FinTech,Brazil,IPO,343.76,6,2889,14,10,12,1,4.7,2,0,5,operating
C0470,2016,8,Media,USA,Seed,1.47,2,10,2,7,3,0,0.1,1,1,1,closed
C0471,2004,20,SaaS,India,Seed,0.67,1,5,0,17,2,0,0.0,1,0,4,acquired
C0472,2012,12,CleanTech,India,Series A,3.6,2,22,3,8,4,1,0.3,2,0,2,operating
C0473,2008,16,Hardware,India,Series A,1.84,2,42,6,14,5,0,0.0,2,0,5,operating
C0474,2007,17,FoodTech,Singapore,Series B,4.94,3,55,6,15,5,0,2.1,2,0,1,operating
C0475,2002,22,Gaming,South Korea,Series A,1.42,3,52,4,13,6,0,1.2,2,0,1,operating
C0476,2009,15,FinTech,UK,Seed,0.38,1,10,4,8,5,0,0.3,2,1,2,closed
C0477,2018,6,Biotech,Netherlands,Series D+,301.28,6,735,8,5,6,0,4.0,1,1,4,operating
C0478,2014,10,E-Commerce,China,Series A,4.49,3,49,5,7,4,0,1.0,2,0,1,acquired
C0479,2009,15,Hardware,Canada,Seed,0.19,1,4,0,12,0,0,0.0,2,0,1,operating
C0480,2000,24,FinTech,Sweden,Series C,30.88,4,148,7,14,8,0,2.7,3,0,3,operating
C0481,2010,14,EdTech,USA,Series A,8.79,3,16,2,11,2,0,1.8,3,0,5,operating
C0482,2019,5,AgriTech,Netherlands,Series C,67.1,5,207,6,2,4,0,2.2,1,1,4,operating
C0483,2000,24,Logistics,Sweden,Seed,1.41,1,8,1,14,2,0,0.3,2,0,3,acquired
C0484,2019,5,AI/ML,Japan,Seed,1.18,1,8,4,1,3,0,0.6,2,0,3,operating
C0485,2012,12,CleanTech,France,Seed,0.66,2,11,3,8,5,0,0.4,2,0,2,operating
C0486,2019,5,EdTech,Sweden,Series A,2.92,2,119,3,6,4,0,0.9,3,0,3,operating
C0487,2017,7,SaaS,Canada,Series D+,550.0,6,175,9,2,10,1,3.3,2,0,3,operating
C0488,2001,23,CleanTech,India,Seed,0.29,2,2,3,19,4,0,0.0,2,0,5,operating
C0489,2012,12,Gaming,UK,Series B,4.17,3,141,6,9,4,0,1.4,2,0,5,operating
C0490,2005,19,Biotech,Sweden,Series A,1.72,2,13,3,11,3,0,0.8,2,1,5,operating
C0491,2003,21,CleanTech,Japan,Series A,3.14,3,19,5,17,7,0,1.0,1,0,2,acquired
C0492,2007,17,AI/ML,India,Series B,11.68,4,37,6,9,4,0,1.4,3,1,4,operating
C0493,2002,22,Biotech,Singapore,Series B,12.22,3,144,4,16,5,1,2.2,2,0,4,operating
C0494,2019,5,SaaS,China,Series B,41.85,3,38,6,1,7,1,1.7,2,0,5,operating
C0495,2018,6,Media,Japan,Series A,1.98,3,28,6,5,5,0,0.9,1,0,5,operating
C0496,2002,22,FinTech,Brazil,Series B,12.43,4,19,6,15,4,0,2.2,3,0,5,operating
C0497,2007,17,E-Commerce,Sweden,Series A,4.51,2,56,3,14,3,0,0.9,2,0,4,acquired
C0498,2015,9,CleanTech,India,Seed,0.53,1,6,2,8,1,0,0.0,3,0,4,operating
C0499,2008,16,HealthTech,Japan,Series B,3.22,3,132,4,13,5,1,0.8,2,0,2,operating
C0500,2001,23,SaaS,Sweden,Series C,11.35,5,234,8,20,8,0,2.4,2,0,3,operating
C0501,2016,8,Hardware,Australia,Seed,0.13,2,4,0,8,1,1,0.0,2,0,5,operating
C0502,2009,15,Biotech,France,Series A,1.99,3,38,6,8,4,0,0.6,1,0,1,operating
C0503,2016,8,Software,Israel,IPO,422.95,7,2359,10,3,8,0,4.9,2,0,2,operating
C0504,2016,8,Biotech,Singapore,Series A,3.88,3,20,5,6,5,0,1.4,1,0,1,operating
C0505,2005,19,AI/ML,Germany,Series B,12.78,4,98,4,11,4,0,1.1,1,0,2,operating
C0506,2011,13,Logistics,Brazil,Series B,16.6,3,64,6,11,4,0,2.2,2,0,4,operating
C0507,2016,8,HealthTech,Canada,Series A,2.06,3,9,6,5,7,0,0.8,2,0,2,operating
C0508,2016,8,E-Commerce,Brazil,IPO,368.99,7,1300,13,3,13,0,4.5,2,0,5,operating
C0509,2015,9,Media,South Korea,Series D+,259.97,5,1187,9,8,7,1,3.4,2,0,3,operating
C0510,2007,17,Logistics,Canada,Series C,48.48,5,401,8,15,6,0,2.7,3,1,4,operating
C0511,2015,9,EdTech,Australia,Seed,0.5,1,7,0,5,0,0,0.0,2,0,4,operating
C0512,2016,8,CleanTech,France,Seed,0.1,1,2,4,5,3,0,0.0,1,1,5,operating
C0513,2019,5,Gaming,China,Series A,1.5,2,21,3,7,3,0,0.7,1,0,4,closed
C0514,2018,6,E-Commerce,China,Seed,0.25,2,3,1,5,0,0,0.0,3,0,4,acquired
C0515,2020,4,Media,Sweden,Series D+,473.32,5,379,8,4,8,1,3.8,1,0,1,operating
C0516,2016,8,Logistics,Canada,Series C,57.56,4,336,10,7,9,0,2.7,2,0,2,operating
C0517,2012,12,SaaS,Sweden,Series A,1.39,3,19,4,12,3,0,0.5,3,0,4,operating
C0518,2021,3,AI/ML,Israel,Series B,8.32,4,50,8,6,6,0,2.1,2,0,1,operating
C0519,2000,24,HealthTech,India,Series A,5.22,2,9,5,18,4,1,1.0,3,0,4,operating
C0520,2008,16,Software,Brazil,Seed,0.43,1,1,1,14,0,0,0.6,2,0,5,operating
C0521,2014,10,E-Commerce,Singapore,Seed,0.28,1,1,3,6,2,0,0.1,1,1,4,operating
C0522,2019,5,FinTech,Netherlands,Series B,11.1,4,114,4,7,3,0,1.8,2,0,3,operating
C0523,2011,13,AI/ML,USA,Series A,1.8,3,39,3,9,5,0,1.1,1,1,3,acquired
C0524,2019,5,Media,Australia,Series C,108.04,4,121,6,3,4,0,2.0,3,0,4,operating
C0525,2004,20,HealthTech,Singapore,Series B,23.34,4,38,5,16,6,0,2.4,1,0,1,operating
C0526,2010,14,AI/ML,Netherlands,Series A,1.75,2,24,5,7,4,0,1.4,2,1,3,operating
C0527,2011,13,HealthTech,India,Seed,0.21,1,4,3,11,2,0,0.5,3,1,5,operating
C0528,2021,3,Software,France,Seed,0.73,2,1,1,4,2,0,0.3,3,0,5,acquired
C0529,2006,18,SaaS,Australia,Series B,8.6,4,131,4,15,3,1,2.2,2,0,5,operating
C0530,2007,17,AgriTech,Netherlands,Series A,16.53,2,35,2,13,1,1,2.1,2,1,2,operating
C0531,2016,8,Media,Australia,Series B,17.58,4,219,4,9,5,0,1.3,2,0,4,operating
C0532,2012,12,Software,Germany,IPO,503.35,7,3233,13,12,13,1,4.5,1,1,5,operating
C0533,2013,11,FoodTech,France,Series A,3.13,3,24,5,7,4,1,1.1,1,1,3,operating
C0534,2018,6,Software,France,Series B,5.44,4,84,4,3,4,1,2.2,1,0,4,operating
C0535,2018,6,EdTech,Israel,Series A,1.14,3,30,6,3,5,0,1.1,1,0,1,closed
C0536,2017,7,FoodTech,Canada,Series D+,165.99,6,238,12,8,11,0,4.2,2,0,1,operating
C0537,2021,3,Logistics,Sweden,Series B,6.9,4,40,6,6,5,0,1.8,2,0,4,operating
